Normal_Videos479_x264_27.mp4,0
Normal_Videos308_x264_97.mp4,0
Normal_Videos532_x264_23.mp4,0
Normal_Videos084_x264_105.mp4,0
Normal_Videos131_x264_0.mp4,0
Shooting006_x264_60.mp4,1
Normal_Videos674_x264_3.mp4,0
Normal_Videos308_x264_534.mp4,0
Normal_Videos563_x264_29.mp4,0
Normal_Videos298_x264_13.mp4,0
Normal_Videos711_x264_5.mp4,0
Normal_Videos732_x264_2.mp4,0
Normal_Videos564_x264_34.mp4,0
Normal_Videos529_x264_6.mp4,0
Robbery052_x264_11.mp4,1
Normal_Videos136_x264_59.mp4,0
Normal_Videos594_x264_5.mp4,0
Normal_Videos141_x264_12.mp4,0
Normal_Videos141_x264_45.mp4,0
Normal_Videos084_x264_26.mp4,0
Normal_Videos471_x264_43.mp4,0
Normal_Videos513_x264_2.mp4,0
Normal_Videos205_x264_35.mp4,0
Normal_Videos719_x264_10.mp4,0
Normal_Videos490_x264_15.mp4,0
Normal_Videos535_x264_8.mp4,0
Normal_Videos714_x264_3.mp4,0
Normal_Videos691_x264_26.mp4,0
Normal_Videos654_x264_10.mp4,0
Normal_Videos308_x264_766.mp4,0
Normal_Videos769_x264_9.mp4,0
Normal_Videos718_x264_40.mp4,0
Normal_Videos789_x264_3.mp4,0
Normal_Videos239_x264_3.mp4,0
Normal_Videos261_x264_2.mp4,0
Normal_Videos308_x264_250.mp4,0
Normal_Videos144_x264_5.mp4,0
Normal_Videos826_x264_3.mp4,0
Normal_Videos701_x264_9.mp4,0
Normal_Videos428_x264_0.mp4,0
Normal_Videos053_x264_1.mp4,0
Normal_Videos308_x264_1020.mp4,0
Normal_Videos331_x264_31.mp4,0
Normal_Videos561_x264_43.mp4,0
Normal_Videos858_x264_5.mp4,0
Normal_Videos787_x264_9.mp4,0
Normal_Videos305_x264_3.mp4,0
Normal_Videos090_x264_41.mp4,0
Normal_Videos272_x264_5.mp4,0
Normal_Videos061_x264_8.mp4,0
Normal_Videos229_x264_6.mp4,0
Burglary075_x264_50.mp4,1
Normal_Videos080_x264_5.mp4,0
Normal_Videos787_x264_13.mp4,0
Fighting041_x264_100.mp4,1
Normal_Videos615_x264_19.mp4,0
Normal_Videos266_x264_57.mp4,0
Normal_Videos777_x264_29.mp4,0
Normal_Videos591_x264_19.mp4,0
Normal_Videos472_x264_35.mp4,0
Normal_Videos856_x264_17.mp4,0
Normal_Videos684_x264_51.mp4,0
